Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2022-09-30,12.124435424804688,12.617843152178319,12.060512083209433,12.072497769291674,565638000
2022-10-03,12.496984481811523,12.662785631635575,12.090472379874534,12.332182535764046,547478000
2022-10-04,13.151199340820312,13.204136190107327,12.863544835805731,12.863544835805731,584182000
2022-10-05,13.193147659301758,13.305013714174029,12.605853966944263,12.895505903047873,507131000
2022-10-06,13.114242553710938,13.639611314052862,13.087274530186729,13.204134695418574,644157000
2022-10-07,12.061509132385254,12.654796201075285,12.007574030916151,12.489994237550277,672478000
2022-10-10,11.655998229980469,12.109453033694102,11.394312497803934,12.022557524321028,698699000
2022-10-11,11.572098731994629,11.831786041509178,11.269461843433058,11.54712815726148,667482000
2022-10-12,11.486199378967285,11.72091702336587,11.331385654046086,11.56510504715587,492590000
2022-10-13,11.945649147033691,12.063507588455623,10.800025128253889,10.957835535283426,850103000
2022-10-14,11.213529586791992,12.096468749363734,11.190557419433182,12.042533640006935,713432000
2022-10-17,11.873734474182129,11.93366289601578,11.503180320321372,11.504178571709462,580774000
2022-10-18,11.952638626098633,12.477008202026717,11.604057477583986,12.329186050392929,659362000
2022-10-19,12.036539077758789,12.335181032699738,11.819799458687841,11.864745537264808,523131000
2022-10-20,12.179368019104004,12.753677855723845,12.090474113843353,12.098464887612497,652398000
2022-10-21,12.45103931427002,12.48300145251029,11.87273464494729,12.083480915950764,609494000
2022-10-24,12.583881378173828,12.694748240906902,12.049523522041948,12.492990972974244,517457000
2022-10-25,13.245086669921875,13.284040381036611,12.648802939445655,12.678767625696967,505482000
2022-10-26,12.880523681640625,13.371932869070665,12.692749570939775,12.85355660958712,532953000
2022-10-27,13.160187721252441,13.821393940388157,13.10625262326881,13.613643368877959,583113000
2022-10-28,13.817397117614746,13.833378662412715,13.045325049761063,13.08827366541225,521040000
2022-10-31,13.480803489685059,13.821394849721266,13.281043677986505,13.761466429946742,486341000
2022-11-01,13.526748657226562,13.908290227767797,13.502777289517077,13.794426707412695,432817000
2022-11-02,13.203136444091797,14.192947372971393,13.19514662360441,13.833379732732721,672628000
2022-11-03,13.404894828796387,13.76446345186093,12.94045361155459,13.027349108120536,500065000
2022-11-04,14.139012336730957,14.211924687913195,13.680562569441259,13.969216267739197,612576000
2022-11-07,14.28383731842041,14.39470417066261,13.937254576285332,14.210924969876425,410061000
