Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2022-09-30,678.0672607421875,682.8855411775155,651.1850190390528,657.7684513166223,15781756
2022-10-03,674.17919921875,676.397533385278,668.4068017286926,672.6287587480692,11541112
2022-10-04,693.1661376953125,695.551430667423,680.3571260820174,681.9552607263931,11538526
2022-10-06,685.533203125,697.745891547651,684.1974157610118,696.4816746200715,12549198
2022-10-07,682.5753784179688,684.5551247598862,677.5900817626997,682.3129729285971,13297994
2022-10-10,675.0379028320312,680.2855473063439,667.0232952501137,671.6984927120142,13109302
2022-10-11,668.192138671875,675.9920351225039,667.6196334119721,668.4067917476559,14521620
2022-10-12,672.5572509765625,674.9663620137558,666.5940183577276,669.4086175660628,9225050
2022-10-13,664.828857421875,670.86366039611,660.2491064805095,668.8600375576042,14714234
2022-10-14,686.4873657226562,690.3038347468266,675.1572233071503,675.9920759061876,12849920
2022-10-17,690.0891723632812,695.3606351910978,680.7626530172054,684.5791219899718,18410500
2022-10-18,688.801025390625,697.8890147166829,686.9643614877521,695.5752922294436,10561108
2022-10-19,695.861572265625,704.8064214491855,693.3570144942281,698.4138242523952,12967040
2022-10-20,691.1625366210938,693.1184652727757,688.1570440878725,688.872632002002,7898078
2022-10-21,686.2964477539062,695.3844368142117,684.1019899769292,692.689044244422,10492606
2022-10-24,697.0064697265625,697.9367106745285,693.7863242740314,693.7863242740314,2167794
2022-10-25,692.164306640625,700.2266083043755,689.3496493665158,697.0302808716891,13773394
2022-10-27,693.8340454101562,700.0119310390195,692.3312991603889,698.6523256643511,15937276
2022-10-28,695.8853149414062,699.8449243786648,690.4945880243607,691.7349286633021,10474278
2022-10-31,714.0135498046875,714.6337492494474,699.964197988152,702.2302262317667,12830528
2022-11-01,721.9089965820312,729.4226702619698,715.0632166539158,717.2576747801645,19073756
2022-11-02,722.362060546875,729.0647567227755,721.1217199167119,723.6978478314743,12720406
2022-11-03,719.189697265625,725.2483180362515,714.1567058709215,714.4906235884745,10332352
2022-11-04,714.228271484375,723.268508367448,710.6264558772552,717.114440980001,10818060
2022-11-07,719.7860107421875,721.3125749084352,711.8190974938531,720.3584577458579,9835834
2022-11-09,719.5713500976562,724.151101153504,717.4961567698949,722.7676777581258,9269790
2022-11-10,727.3950805664062,728.4684623872125,713.2264638256393,714.2043989882261,12774182
2022-11-11,768.6129760742188,780.9449292539229,733.7161277901853,737.055537994692,56722338
2022-11-14,770.4734497070312,776.6513347578208,762.3395779748142,769.018397806884,19195390
2022-11-15,772.3578491210938,774.3376538957975,765.798293577292,774.3376538957975,11030202
2022-11-16,778.9889526367188,783.3301739881317,769.0184168507116,772.1908679964441,13578150
2022-11-17,771.9523315429688,778.3449279852633,769.9248326339936,771.9284553207525,12100930
2022-11-18,769.9248657226562,774.26608722033,765.7982972954003,773.3119700456899,10459232
2022-11-21,762.029541015625,769.0184611337854,758.6185603878512,766.9432678762996,8344816
2022-11-22,760.908447265625,765.3689334130025,759.0002129151156,763.2937402037618,8546314
2022-11-23,762.8882446289062,765.679025692436,760.4313812795906,765.679025692436,10185738
2022-11-24,775.291748046875,778.5595876101884,762.8882252050461,766.1321885459419,17197960
2022-11-25,771.7138671875,778.4165056744001,770.0202858389329,777.4623884604904,8410496
2022-11-28,763.4130249023438,766.8478235296021,760.455284875243,764.6772418397001,16105980
2022-11-29,762.26806640625,769.1854160521938,759.88277342489,761.9818428954252,12638236
2022-11-30,767.3248901367188,769.4478358703886,761.9102866153665,761.9102866153665,15184806
2022-12-01,772.5963745117188,780.9448997071217,770.4496108900437,773.7890209682049,20446366
2022-12-02,766.6808471679688,772.1670209445672,765.7506062127698,768.0643287237883,7811078
2022-12-05,769.4716186523438,770.2587769617396,761.4808873819392,768.0404429024205,11592622
2022-12-06,768.6129760742188,769.829440565045,763.2937610301018,763.7708196307456,12353092
2022-12-07,768.2789916992188,772.1670308988248,765.4166401267026,770.0441434430854,11674720
2022-12-08,772.5963745117188,775.6972552985827,765.6790250640992,768.0643179770715,14803634
2022-12-09,778.1064453125,779.919233034185,772.8349245395111,775.6972761118798,11963384
2022-12-12,784.1651000976562,788.864115818603,773.5028516763472,775.2202510471127,14434808
2022-12-13,786.335693359375,790.4860797782754,784.7613767261696,787.1466696645471,17031702
2022-12-14,792.9906616210938,794.5411020784669,787.1466937433025,788.5778695501085,14227640
2022-12-15,778.4642944335938,796.4016872448316,776.1982659448613,790.5100248210664,18182648
2022-12-16,782.2091064453125,784.8090523928304,767.5872494316377,772.8587699947612,14647958
2022-12-19,784.6421508789062,785.5485738872494,775.792690346054,784.2843569204572,9604542
2022-12-20,779.2274780273438,780.658653733932,772.9302699775424,772.9302699775424,7174698
2022-12-21,771.6900024414062,784.6660316844007,766.418539696963,782.8531856571304,9269198
2022-12-22,769.0423583984375,776.4128906564135,767.5873063386601,773.8844567201526,9747096
2022-12-23,762.1726684570312,765.2735492940516,756.3525187144244,757.0919828232827,10693152
2022-12-26,777.3430786132812,781.8990113386914,758.5231409569977,763.055197459571,9907322
2022-12-27,778.1302490234375,780.4439715217089,769.7340295454915,779.0366719849939,7926772
2022-12-28,777.5100708007812,779.0366349115092,774.3137434815808,774.3137434815808,8691870
2022-12-29,782.9962768554688,784.0457824459132,768.5413784729943,772.8825999384736,11012896
2022-12-30,776.7229614257812,784.7613870873056,772.8349222379544,784.7613870873056,7122640
2023-01-02,776.9853515625,782.256872610515,772.1432531543743,776.1743752018953,4381378
2023-01-03,782.0659790039062,783.807254484605,773.8844126312159,773.8844126312159,8378030
2023-01-04,768.0882568359375,785.1192263295205,766.6332047464921,779.9908461484223,10351600
2023-01-05,763.1505737304688,771.9046451074909,758.2369053835714,770.449593170167,10941436
